ticker,is_all_revenue_growth_larger_than_5,median_revenue_growth,is_all_eps_growth_larger_than_10,median_eps_growth,is_roic_larger_than_15,median_roic,is_roe_larger_than_15,median_roe,icr,peg
PETQ,5,19.54,2,-187.93,0,1.04,0,-5.24,0.995,-1.0
PGEN,6,11.86,8,33.68,0,-23.58,0,-48.25,-11.01,0.46
PGNY,5,57.19,3,40.43,3,39.07,2,8.05,28.67,1.77
PHAR,7,21.56,4,-6.82,5,26.08,3,-6.32,3.403,-1.0
PHAT,0,0.0,1,-21.12,0,0.0,1,-80.32,-6.315,-1.0
PHI,3,2.82,4,0.12,1,11.14,8,19.76,0.581,202.88
PHR,5,25.13,3,30.96,0,-48.62,0,-19.92,-125.1,-1.0
PI,8,30.05,4,-4.28,0,-15.99,1,-7.96,-3.977,-1.0
PIII,2,233.68,2,45.45,1,-0.5,1,-3.69,-136.9,-1.0
PINC,6,8.66,4,-6.03,6,15.41,1,-1.19,16.73,-1.0
PL,3,18.24,2,37.23,0,-40.21,0,-28.11,26.8,-1.0
PLAB,7,8.54,6,40.32,2,8.41,1,6.02,-584.4,0.28
PLPC,5,5.26,5,4.48,0,6.49,1,8.42,21.58,1.86
PLRX,1,-13.35,2,-202.44,0,-14.5,0,-26.4,-160.8,-1.0
PLSE,0,0.0,1,-7.01,0,0.0,1,-56.6,-129.6,-1.0
PLTK,3,17.27,2,48.17,4,23.24,0,-33.15,2.797,0.21
PLUS,8,7.82,7,16.13,10,16.83,3,14.7,40.2,0.94
PLXS,7,8.62,4,7.76,1,11.23,0,11.32,6.208,2.62
PLYA,3,3.16,2,0.0,0,0.0,0,-0.54,2.022,-1.0
PNTG,5,13.98,3,60.0,1,3.64,2,5.49,5.155,0.6
POWI,5,6.3,5,17.34,5,13.47,3,13.2,-59.86,3.97
PRAX,0,0.0,1,-10.53,0,0.0,0,-77.54,513.1,-1.0
PRCT,3,117.61,1,-30.71,0,-342.92,1,-23.36,-15.57,-1.0
PRDO,3,0.32,4,-7.32,4,14.73,5,15.37,324.1,-1.0
PRFT,6,10.85,5,16.66,0,6.94,1,7.63,45.74,1.33
PRGO,5,6.12,2,-4.55,0,2.46,1,1.57,1.108,-1.0
PRGS,5,5.52,5,16.78,3,12.77,4,12.26,8.368,1.78
PRME,0,0.0,0,-2278.04,0,-39.61,1,-13.77,-9.609,-1.0
PRO,6,9.96,1,-3.15,1,-96.77,3,-39.44,-12.14,-1.0
PROK,0,0.0,0,-138.81,0,0.0,0,-95.68,-711.7,-1.0
PRTA,3,-24.56,5,8.05,4,-307.57,0,-26.06,19.65,-1.0
PRTC,3,-29.22,4,-7.88,3,-16.4,2,-8.7,-50.04,-1.0
PRVA,2,18.25,2,93.51,1,-6.88,1,-2.42,-35.28,0.7
PTCT,9,32.95,3,-24.02,3,-26.97,1,-46.42,-4.841,-1.0
PTGX,2,0.0,3,-14.83,0,-80.27,7,28.84,38.99,-1.0
PTON,3,99.56,2,-100.0,0,-49.1,1,-10.77,-12.33,-1.0
PUBM,4,22.65,2,10.04,2,19.06,3,17.86,13.27,25.98
PWSC,3,19.15,3,33.33,0,0.29,0,-2.78,0.052,-1.0
PYCR,3,21.71,1,-6.67,0,-7.27,0,-8.25,-22.56,-1.0
QDEL,6,10.02,4,-7.28,3,5.28,3,7.22,11.15,-1.0
QNST,5,3.12,7,24.06,2,-7.78,1,-6.08,-26.35,-1.0
QTRX,6,44.42,2,-12.1,2,-85.99,0,-31.71,-14.1,-1.0
QTWO,10,30.01,3,-9.82,0,-19.22,0,-23.41,-15.52,-1.0
QUOT,8,16.46,4,-14.05,0,-17.74,0,-9.27,-12.65,-1.0
RAPT,0,0.0,1,-3.98,0,-39.33,0,-50.77,81.94,-1.0
RARE,5,16.53,2,-63.62,0,-47.81,0,-50.54,-15.09,-1.0
RBBN,5,4.26,6,31.25,0,-8.02,0,-10.04,-3.827,-1.0
RCEL,5,12.06,3,-1.14,1,-593.06,0,-91.42,-1719.0,-1.0
RCKT,0,0.0,5,4.46,0,0.0,2,-37.84,-117.5,-1.0
RCUS,4,236.76,1,-22.05,0,-31.08,0,-28.86,-140.0,-1.0
RDNT,7,8.68,2,-17.73,0,3.62,5,15.18,0.912,-1.0
RDWR,5,4.97,4,-10.0,0,1.64,0,2.85,-0.415,-1.0
RGNX,5,23.99,3,-2.94,3,-36.68,3,-21.04,-11.3,-1.0
RGR,4,-1.95,5,-14.78,9,34.52,9,27.58,404.1,-1.0
RH,7,10.3,6,40.94,5,13.92,4,11.61,6.379,0.54
RICK,8,10.9,5,5.21,0,7.29,2,10.29,3.233,3.89
RLAY,0,-27.2,3,38.7,0,-360.28,1,-16.59,34.14,-1.0
RLX,3,134.84,1,-5.37,1,5.6,1,12.12,5.884,-1.0
RNA,3,115.04,0,-34.73,3,390.94,1,-21.8,31.44,-1.0
RNG,10,34.18,5,-16.92,5,53.64,1,-24.56,-76.09,-1.0
ROG,5,6.04,4,6.91,0,7.74,0,8.5,15.13,3.1
RPD,9,28.07,3,-13.21,1,-19.6,3,-64.74,-10.16,-1.0
RSI,3,75.26,1,-83.06,1,-230.62,1,-83.21,-217.8,-1.0
RSVR,2,23.89,0,-56.54,0,1.68,0,2.26,1.427,-1.0
RUM,3,107.68,0,0.0,1,-252.37,1,-3.36,-31.94,-1.0
RVMD,2,0.0,1,-25.38,0,-30.82,0,-31.25,26.75,-1.0
RVNC,4,-6.34,2,-1.78,2,-81.19,1,-59.84,-16.52,-1.0
RXRX,3,193.0,0,-39.29,0,-480.66,1,-32.8,-4468.0,-1.0
RXST,3,116.95,1,-78.42,0,-47.06,0,-35.22,-12.8,-1.0
RYTM,1,0.0,2,-53.49,0,0.0,1,-34.6,-34.45,-1.0
RYZB,0,0.0,0,-234.57,0,0.0,2,57.8,0.0,-1.0
SABR,6,7.08,6,44.02,0,7.28,9,43.9,-0.419,-1.0
SAGE,2,0.0,1,-53.68,1,0.0,2,-41.66,-38.55,-1.0
SAM,7,16.96,5,5.36,8,21.09,7,20.1,62.99,9.69
SANA,0,0.0,1,-30.19,0,0.0,1,-47.25,17.44,-1.0
SANM,5,4.28,5,15.32,4,12.52,2,12.52,12.56,0.62
SATS,4,0.36,5,31.27,0,4.02,0,3.16,3.317,0.4
SAVA,1,0.0,4,1.39,0,0.0,1,-31.38,21.2,-1.0
SBGI,7,17.79,5,20.11,2,7.48,9,34.67,1.642,0.43
SCHL,1,1.64,6,53.34,1,4.89,1,3.61,-17.43,0.37
SCWX,6,8.94,5,14.29,0,-5.85,0,-5.64,-118.6,-1.0
SDGR,5,27.57,1,-37.21,0,-30.49,2,-4.27,-49708.0,-1.0
SEAS,3,-0.51,4,-8.0,2,6.12,3,8.61,4.319,-1.0
SEM,5,5.52,6,32.44,0,6.62,6,15.3,2.385,0.43
SEMR,3,35.6,2,37.5,1,6.6,1,-1.46,-1.317,-1.0
SENEA,5,2.08,4,-27.55,1,3.3,1,4.59,3.609,-1.0
SES,2,0.0,4,2.87,0,-27.46,3,-21.54,2.667,-1.0
SGH,4,7.61,5,52.53,2,6.91,4,12.39,0.24,-1.0
SGHC,2,45.48,2,68.97,2,32.8,3,45.89,90.97,0.39
SGML,0,0.0,5,-7.47,0,0.0,0,-68.54,-108.7,-1.0
SGRY,7,19.28,4,4.4,0,4.4,3,4.35,1.47,11.7
SGU,4,3.28,6,28.72,2,9.18,0,-48.1,4.027,0.77
SHC,3,6.46,2,-108.94,1,10.12,1,-2.54,3.099,-1.0
SHCR,2,16.36,0,-48.24,0,-27.38,0,-19.02,-57.32,-1.0
SHOO,7,7.04,4,7.44,9,18.46,8,16.68,416.6,2.46
SIBN,6,13.97,4,-1.16,1,-49.84,2,-44.73,-21.15,-1.0
SIFY,9,14.56,5,0.55,1,10.83,0,6.99,1.714,119.09
SIGA,5,-5.08,5,16.83,4,-7.12,5,16.9,-46.5,-1.0
SILK,5,36.55,1,-11.72,0,-50.49,1,-46.87,-10.2,-1.0
SIMO,5,10.28,6,42.56,10,36.17,6,15.96,3013.0,0.91
SITM,3,29.62,1,3.08,1,-19.87,0,-8.53,-0.226,-1.0
SKIN,2,40.68,1,-1495.65,0,-7.14,2,25.88,-1.813,-1.0
SKYT,2,15.95,1,-39.53,0,-21.2,1,-68.7,-5.731,-1.0
SLN,3,0.0,3,-3.46,0,-81.0,0,-46.24,-1034.0,-1.0
SLNO,1,0.0,7,54.48,1,0.0,1,-112.59,73.93,-1.0
SLP,10,15.25,5,6.25,6,22.62,6,19.64,0.0,11.56
SLRN,0,0.0,0,-498.05,0,0.0,1,224.85,0.0,-1.0
SMLR,10,56.17,6,32.92,10,215.68,9,72.98,-35.18,0.48
SMR,3,312.3,2,34.88,2,1015.16,1,13.33,-58.4,0.17
SMTC,5,4.75,6,58.2,2,6.04,1,6.8,5.259,-1.0
SMTI,9,49.78,4,2.66,4,-22.48,5,39.46,-42.96,-1.0
SNDX,3,0.0,3,1.56,0,-39.06,1,-44.51,-48.38,-1.0
SNPO,3,23.82,2,26.09,0,0.67,0,-4.09,0.809,-1.0
SOHU,5,6.3,4,-179.92,1,-1.12,0,-7.26,0.161,-1.0
SONO,5,10.12,3,-56.64,3,11.23,1,-1.98,28.03,-1.0
SOUN,2,54.84,1,13.93,2,691.32,2,175.35,-15.29,-1.0
SP,5,4.97,7,39.52,0,6.44,1,11.56,4.684,0.74
SPB,2,-1.33,6,62.0,0,0.44,2,0.17,-1.619,0.03
SPHR,2,-10.6,2,-152.95,0,-3.29,0,-5.3,-3.782,-1.0
SPNS,9,17.02,3,-10.3,0,11.38,1,9.38,46.59,-1.0
SPRY,0,-72.62,0,-1050.0,1,116.38,1,26.14,42.59,-1.0
SPT,5,35.07,2,3.7,0,-64.11,0,-35.3,-337.8,-1.0
SQSP,3,26.23,2,29.73,1,-74.33,2,83.24,1.009,-1.0
SRDX,6,9.27,4,-20.14,2,3.48,0,3.27,-1.476,-1.0
SRI,5,3.03,6,16.48,2,8.62,5,14.34,-0.507,-1.0
SRRK,2,0.0,2,-41.72,0,-43.91,1,-45.14,47.08,-1.0
SSP,7,9.62,5,22.37,0,3.68,0,2.12,2.658,-1.0
SSTK,8,14.35,5,6.62,9,40.11,4,12.94,98.02,2.23
SSYS,4,-0.7,5,24.49,1,-4.86,0,-4.12,-249.6,-1.0
STEM,3,184.93,2,28.32,0,-27.55,1,-17.89,-12.53,-1.0
STRA,3,2.32,2,-14.5,5,12.78,4,7.7,9.244,-1.0
STTK,1,-27.73,1,-102.99,0,-50.6,1,-13.88,33.62,-1.0
SUPN,9,33.89,4,1.22,5,16.12,6,18.02,9.52,49.34
SVRA,0,0.0,7,21.44,0,0.0,1,-46.93,-441.4,-1.0
SVV,2,31.86,2,106.25,1,15.43,2,41.12,3.278,0.74
SWBI,6,5.72,4,-12.68,6,19.24,6,28.02,146.2,-1.0
SWI,3,9.28,2,-202.62,0,2.17,0,-2.82,0.797,-1.0
SWTX,0,0.0,1,-147.13,0,-5.46,1,-12.47,366.9,-1.0
SYNA,3,-0.83,4,-37.12,2,7.56,1,7.44,5.452,-1.0
TALK,2,27.21,2,43.03,2,2974.42,0,-47.55,-20.59,-1.0
TARS,0,0.0,1,-197.15,1,0.0,1,-12.22,-28.52,-1.0
TASK,3,32.89,2,133.65,0,7.98,0,8.87,7.038,0.19
TBLA,2,8.68,2,70.59,1,-3.69,1,-1.43,1.601,-1.0
TBPH,5,15.48,5,20.04,0,-109.43,4,-21.01,-14.44,-1.0
TCMD,8,29.29,2,-37.5,0,8.04,0,5.11,-0.422,-1.0
TDC,0,-4.84,4,-2.16,4,10.27,4,12.83,4.917,-1.0
TDOC,9,79.13,3,-10.29,1,-6.81,0,-19.11,1424.0,-1.0
TERN,0,0.0,2,0.48,0,0.0,0,-45.22,30.38,-1.0
TGNA,5,6.84,5,4.5,1,9.25,9,20.04,5.693,1.12
TGTX,2,0.0,4,-12.2,2,-564.26,2,-58.51,-18.92,-1.0
TH,4,33.46,3,82.76,2,4.07,1,1.42,4.8,0.07
THR,5,4.46,5,30.4,1,5.1,1,5.78,9.4,0.82
THRD,0,0.0,0,-139.64,0,0.0,1,25.18,-14.77,-1.0
THRY,4,4.18,4,28.17,2,10.32,6,32.67,4.331,-1.0
THS,4,1.78,4,-3.2,0,2.84,0,-1.21,0.977,-1.0
TLRY,7,59.98,5,-31.25,0,-0.15,0,-6.1,-100.8,-1.0
TLS,5,3.18,4,-10.98,2,-4.94,0,3.44,-61.61,-1.0
TMCI,3,50.18,0,-28.36,0,-35.22,0,-78.14,-7.923,-1.0
TMDX,5,69.42,3,14.58,0,-45.84,1,-27.67,-8.437,-1.0
TNDM,10,43.71,6,39.8,0,-84.9,2,-17.1,-14.33,-1.0
TNGX,1,175.46,0,-45.08,0,-26.54,0,-30.12,37.66,-1.0
TNL,4,3.84,6,13.64,0,8.93,6,26.28,3.349,0.58
TPB,5,8.81,5,16.0,4,14.96,6,30.61,3.868,2.26
TR,2,-0.22,5,12.2,0,7.4,0,9.05,1065.0,1.91
TRDA,0,0.0,1,-258.33,0,0.0,1,-16.76,-36.95,-1.0
TRNS,6,6.55,6,11.94,0,8.32,0,11.63,5.885,7.4
TSEM,6,11.12,6,26.7,3,9.71,2,7.95,-15.82,0.22
TTGT,7,10.61,6,54.16,0,5.12,1,5.06,65.85,1.36
TUYA,2,67.93,2,27.78,0,-105.12,0,-15.75,7.04,-1.0
TV,6,6.42,4,-31.26,0,5.36,0,5.98,-0.156,-1.0
TWST,6,89.77,2,-9.66,0,-93.34,2,-26.9,-3113.0,-1.0
TYRA,0,0.0,1,-2.5,0,0.0,2,54.05,199.1,-1.0
UA,5,13.08,5,10.93,3,10.56,4,13.34,-22.13,0.75
UAA,5,13.08,5,10.93,3,10.56,4,13.34,-22.13,0.75
UCTT,8,17.22,5,23.94,1,9.68,1,6.04,5.888,-1.0
UDMY,3,21.4,1,-12.28,2,48.79,1,-19.77,-35.19,-1.0
UIS,0,-3.26,3,-34.53,1,3.98,3,3.88,-0.932,-1.0
UNFI,7,9.88,5,12.56,0,6.93,0,8.62,0.833,-1.0
UPST,3,39.09,3,208.57,1,9.81,1,1.36,-9.501,-1.0
UPWK,6,23.76,2,-41.74,0,-8.46,0,-7.9,-20.66,-1.0
URGN,3,0.0,2,-2.08,2,-63.36,1,-55.76,-9.367,-1.0
USM,0,0.75,3,-34.97,0,1.82,0,3.22,1.571,-1.0
USPH,8,9.1,3,-6.14,1,12.0,3,13.6,9.829,-1.0
UTI,3,-1.38,5,18.2,0,-1.21,0,-2.46,2.216,1.98
UTMD,4,1.68,3,0.68,8,22.56,5,15.78,-14.62,26.09
UVV,3,0.73,4,-2.48,0,7.44,0,7.83,3.673,-1.0
VALN,8,16.0,4,-35.48,0,-12.62,0,-18.88,-5.954,-1.0
VCEL,9,21.65,7,49.24,1,-9.15,0,-32.29,-46.61,-1.0
VCYT,9,31.16,7,21.94,1,-59.5,0,-37.08,8.827,-1.0
VECO,7,11.3,6,60.23,1,-6.08,1,-5.38,6.476,0.34
VERA,0,0.0,1,-37.86,0,0.0,1,-46.86,-91.64,-1.0
VERV,0,0.0,0,-101.13,0,0.0,1,-28.57,19.84,-1.0
VERX,4,16.04,2,-50.88,1,-2.44,0,-12.94,-3.946,-1.0
VIAV,4,2.24,5,15.06,0,1.35,1,1.69,3.041,55.16
VICR,6,11.92,4,0.0,2,2.89,1,4.38,-18.06,-1.0
VIR,4,482.55,2,-3.28,2,-51.85,3,24.82,4.549,-1.0
VITL,4,35.33,1,-63.89,0,5.15,0,3.9,25.83,-1.0
VKTX,0,0.0,4,5.26,0,0.0,1,-26.75,47.28,-1.0
VNET,7,20.25,4,-62.72,0,-1.67,0,-11.11,0.608,-1.0
VPG,5,7.4,6,47.9,0,6.06,0,5.74,19.3,0.29
VRDN,4,-0.98,7,30.54,3,-53.32,1,-80.65,-276.3,-1.0
VREX,4,3.96,3,-23.6,1,6.25,1,6.45,2.631,-1.0
VRNA,0,0.0,3,0.0,0,-23.84,0,-33.43,-126.9,-1.0
VRNT,5,4.6,3,-50.25,0,2.13,0,1.4,7.281,-1.0
VSAT,5,6.24,5,8.48,0,0.45,0,0.19,5.817,-1.0
VSCO,1,-6.5,2,91.93,1,6.09,2,90.89,3.366,0.19
VSH,6,5.74,4,-16.02,3,7.38,3,7.18,35.93,-1.0
VSTO,6,10.09,6,76.84,2,6.4,3,1.98,8.165,-1.0
VTEX,3,27.48,2,17.65,0,-17.09,0,-18.5,-1.59,-1.0
VTRU,4,20.91,2,9.8,3,25.38,0,4.81,1.713,1.34
VYGR,3,-8.98,4,13.34,2,-27.42,1,-46.89,-28.37,0.49
VZIO,1,4.02,1,0.0,0,-202.94,1,-0.11,-21.0,-1.0
